Year,Month,Month Code,District Code,District,Total SNAP Households,Total SNAP Persons,Total SNAP Benefits,Temporary Assistance SNAP Households,Temporary Assistance SNAP Persons,Temporary Assistance SNAP Benefits,Non-Temporary Assistance SNAP Households,Non-Temporary Assistance SNAP Persons,Non-Temporary Assistance SNAP Benefits
2009,September,9,52,Warren,"3,153","6,183","$832,780",999,"1,128","$190,182","2,154","5,055","$642,598"
2009,September,9,53,Washington,"3,193","6,385","$843,728",888,"1,096","$185,868","2,305","5,289","$657,860"
2009,September,9,54,Wayne,"4,326","8,398","$1,147,696","1,398","1,729","$296,812","2,928","6,669","$850,884"
2009,September,9,55,Westchester,"30,994","57,414","$8,455,870","12,783","18,930","$2,959,690","18,211","38,484","$5,496,180"
2009,September,9,56,Wyoming,"1,480","2,981","$372,887",424,525,"$87,648","1,056","2,456","$285,239"
2009,September,9,57,Yates,"1,319","2,742","$346,357",274,337,"$55,408","1,045","2,405","$290,949"
2009,September,9,66,New York City,"864,225","1,583,581","$253,563,879","421,066","653,655","$109,987,210","443,159","929,926","$143,576,669"
2009,October,10,1,Albany,"14,695","28,337","$4,175,203","5,642","8,153","$1,391,631","9,053","20,184","$2,783,572"
2009,October,10,2,Allegany,"2,869","5,799","$747,892","1,114","1,515","$252,313","1,755","4,284","$495,579"
2009,October,10,3,Broome,"13,484","26,178","$3,672,891","5,553","8,158","$1,385,920","7,931","18,020","$2,286,971"
2009,October,10,4,Cattaraugus,"4,619","9,406","$1,237,251","1,419","1,667","$288,545","3,200","7,739","$948,706"
2009,October,10,5,Cayuga,"4,261","8,988","$1,216,660","1,158","1,542","$263,695","3,103","7,446","$952,965"
2009,October,10,6,Chautauqua,"10,454","21,802","$3,003,544","3,624","5,636","$933,476","6,830","16,166","$2,070,068"
2009,October,10,7,Chemung,"6,305","13,187","$1,842,487","2,151","2,915","$494,764","4,154","10,272","$1,347,723"
2009,October,10,8,Chenango,"3,343","7,325","$984,682",809,"1,036","$174,472","2,534","6,289","$810,210"
2009,October,10,9,Clinton,"5,549","10,191","$1,394,340","2,134","2,842","$469,862","3,415","7,349","$924,478"
2009,October,10,10,Columbia,"2,428","4,308","$625,502",993,"1,281","$220,258","1,435","3,027","$405,244"
2009,October,10,11,Cortland,"3,094","6,312","$845,426","1,013","1,429","$240,517","2,081","4,883","$604,909"
2009,October,10,12,Delaware,"2,400","4,762","$630,169",760,877,"$147,913","1,640","3,885","$482,256"
2009,October,10,13,Dutchess,"9,304","17,724","$2,578,787","3,076","4,094","$696,764","6,228","13,630","$1,882,023"
2009,October,10,14,Erie,"63,547","125,114","$17,528,336","22,424","33,395","$5,519,681","41,123","91,719","$12,008,655"
2009,October,10,15,Essex,"1,628","3,049","$402,997",609,701,"$118,515","1,019","2,348","$284,482"
2009,October,10,16,Franklin,"3,095","5,958","$836,737","1,109","1,391","$235,789","1,986","4,567","$600,948"
2009,October,10,17,Fulton,"4,029","8,120","$1,128,517","1,128","1,278","$223,126","2,901","6,842","$905,391"
2009,October,10,18,Genesee,"2,418","4,867","$649,917",764,987,"$166,892","1,654","3,880","$483,025"
2009,October,10,19,Greene,"2,596","4,868","$688,465","1,026","1,408","$239,743","1,570","3,460","$448,722"
2009,October,10,20,Hamilton,172,265,"$37,590",27,29,"$4,943",145,236,"$32,647"
2009,October,10,21,Herkimer,"4,186","8,343","$1,112,032","1,071","1,323","$233,866","3,115","7,020","$878,166"
2009,October,10,22,Jefferson,"6,627","13,250","$1,765,900","1,929","2,292","$394,741","4,698","10,958","$1,371,159"
2009,October,10,23,Lewis,"1,549","3,028","$366,655",367,454,"$71,301","1,182","2,574","$295,354"
2009,October,10,24,Livingston,"3,112","6,064","$827,287",922,"1,263","$212,571","2,190","4,801","$614,716"
2009,October,10,25,Madison,"3,577","7,696","$1,045,008",903,"1,224","$206,253","2,674","6,472","$838,755"
2009,October,10,26,Monroe,"48,270","95,744","$13,727,534","21,601","34,449","$5,658,751","26,669","61,295","$8,068,783"
2009,October,10,27,Montgomery,"3,799","8,374","$1,126,653","1,135","1,626","$269,385","2,664","6,748","$857,268"
2009,October,10,28,Nassau,"25,448","42,425","$6,632,758","13,363","18,749","$3,134,580","12,085","23,676","$3,498,178"
2009,October,10,29,Niagara,"13,211","25,385","$3,523,936","4,615","6,534","$1,109,286","8,596","18,851","$2,414,650"
2009,October,10,30,Oneida,"16,027","33,468","$4,639,575","5,494","8,344","$1,365,139","10,533","25,124","$3,274,436"
2009,October,10,31,Onondaga,"27,687","57,708","$7,989,080","9,939","15,143","$2,507,221","17,748","42,565","$5,481,859"
2009,October,10,32,Ontario,"4,305","8,202","$1,114,717","1,421","1,895","$323,923","2,884","6,307","$790,794"
2009,October,10,33,Orange,"13,528","32,685","$4,891,475","4,722","7,359","$1,208,082","8,806","25,326","$3,683,393"
2009,October,10,34,Orleans,"2,532","5,280","$700,129",797,"1,140","$192,708","1,735","4,140","$507,421"
2009,October,10,35,Oswego,"7,039","16,572","$2,225,422","1,957","2,855","$473,089","5,082","13,717","$1,752,333"
2009,October,10,36,Otsego,"2,551","5,131","$687,603",734,812,"$140,968","1,817","4,319","$546,635"
2009,October,10,37,Putnam,"1,064","1,640","$221,377",467,507,"$87,257",597,"1,133","$134,120"
2009,October,10,38,Rensselaer,"7,971","16,360","$2,315,888","2,663","4,280","$694,134","5,308","12,080","$1,621,754"
2009,October,10,39,Rockland,"10,688","30,164","$4,341,980","3,029","4,347","$715,609","7,659","25,817","$3,626,371"
2009,October,10,40,St. Lawrence,"6,837","14,409","$1,893,291","2,460","3,436","$566,862","4,377","10,973","$1,326,429"
2009,October,10,41,Saratoga,"6,646","12,588","$1,689,641","1,540","1,639","$285,889","5,106","10,949","$1,403,752"
2009,October,10,42,Schenectady,"8,887","18,382","$2,589,607","3,260","4,528","$749,821","5,627","13,854","$1,839,786"
2009,October,10,43,Schoharie,"1,553","3,061","$403,854",421,502,"$84,696","1,132","2,559","$319,158"
2009,October,10,44,Schuyler,"1,018","2,154","$289,655",330,496,"$81,038",688,"1,658","$208,617"
2009,October,10,45,Seneca,"1,329","2,581","$349,247",406,504,"$86,207",923,"2,077","$263,040"
2009,October,10,46,Steuben,"4,921","10,592","$1,363,963","1,692","2,382","$385,305","3,229","8,210","$978,658"
2009,October,10,47,Suffolk,"39,593","70,978","$10,597,398","16,563","22,960","$3,780,671","23,030","48,018","$6,816,727"
2009,October,10,48,Sullivan,"4,582","9,139","$1,299,874","1,889","2,580","$432,456","2,693","6,559","$867,418"
2009,October,10,49,Tioga,"2,544","5,665","$738,335",704,962,"$161,607","1,840","4,703","$576,728"
2009,October,10,50,Tompkins,"4,108","7,726","$1,106,477","1,496","2,000","$348,940","2,612","5,726","$757,537"
2009,October,10,51,Ulster,"8,321","15,506","$2,220,862","3,166","4,174","$707,792","5,155","11,332","$1,513,070"
2009,October,10,52,Warren,"3,211","6,339","$850,154","1,000","1,119","$191,666","2,211","5,220","$658,488"
2009,October,10,53,Washington,"3,302","6,620","$880,211",892,"1,093","$186,136","2,410","5,527","$694,075"
2009,October,10,54,Wayne,"4,343","8,461","$1,147,087","1,393","1,729","$295,845","2,950","6,732","$851,242"
2009,October,10,55,Westchester,"31,630","58,648","$8,656,590","12,915","19,177","$3,011,201","18,715","39,471","$5,645,389"
2009,October,10,56,Wyoming,"1,510","3,052","$386,745",428,532,"$89,745","1,082","2,520","$297,000"
2009,October,10,57,Yates,"1,323","2,746","$347,231",276,340,"$54,903","1,047","2,406","$292,328"
2009,October,10,66,New York City,"876,657","1,607,212","$257,791,349","423,831","658,293","$110,673,560","452,826","948,919","$147,117,789"
2009,November,11,1,Albany,"14,718","28,602","$4,166,196","5,701","8,304","$1,410,174","9,017","20,298","$2,756,022"
2009,November,11,2,Allegany,"2,918","5,925","$755,553","1,130","1,577","$262,362","1,788","4,348","$493,191"
2009,November,11,3,Broome,"13,549","26,349","$3,671,938","5,583","8,235","$1,388,722","7,966","18,114","$2,283,216"
2009,November,11,4,Cattaraugus,"4,691","9,616","$1,261,838","1,423","1,680","$294,239","3,268","7,936","$967,599"
2009,November,11,5,Cayuga,"4,271","8,962","$1,205,398","1,173","1,575","$267,188","3,098","7,387","$938,210"
2009,November,11,6,Chautauqua,"10,559","21,983","$3,005,008","3,655","5,718","$939,453","6,904","16,265","$2,065,555"
2009,November,11,7,Chemung,"6,318","13,241","$1,834,231","2,133","2,884","$490,075","4,185","10,357","$1,344,156"
2009,November,11,8,Chenango,"3,358","7,356","$974,428",834,"1,084","$181,142","2,524","6,272","$793,286"
2009,November,11,9,Clinton,"5,566","10,282","$1,393,694","2,126","2,840","$467,312","3,440","7,442","$926,382"
2009,November,11,10,Columbia,"2,424","4,303","$629,565","1,008","1,310","$221,684","1,416","2,993","$407,881"
2009,November,11,11,Cortland,"3,135","6,368","$846,324","1,029","1,458","$244,854","2,106","4,910","$601,470"
2009,November,11,12,Delaware,"2,437","4,861","$640,180",760,881,"$149,011","1,677","3,980","$491,169"
2009,November,11,13,Dutchess,"9,424","17,975","$2,606,273","3,083","4,147","$705,754","6,341","13,828","$1,900,519"
2009,November,11,14,Erie,"64,170","126,428","$17,597,815","22,467","33,492","$5,501,801","41,703","92,936","$12,096,014"
2009,November,11,15,Essex,"1,672","3,180","$422,501",616,705,"$118,576","1,056","2,475","$303,925"
2009,November,11,16,Franklin,"3,110","5,997","$827,203","1,094","1,343","$224,926","2,016","4,654","$602,277"
2009,November,11,17,Fulton,"4,097","8,252","$1,145,465","1,167","1,355","$237,504","2,930","6,897","$907,961"
2009,November,11,18,Genesee,"2,433","4,895","$648,783",755,934,"$159,945","1,678","3,961","$488,838"
2009,November,11,19,Greene,"2,614","4,930","$698,015","1,024","1,412","$241,597","1,590","3,518","$456,418"
2009,November,11,20,Hamilton,186,304,"$42,727",29,36,"$5,884",157,268,"$36,843"
2009,November,11,21,Herkimer,"4,213","8,394","$1,108,172","1,082","1,349","$235,261","3,131","7,045","$872,911"
2009,November,11,22,Jefferson,"6,691","13,420","$1,757,245","1,953","2,365","$403,885","4,738","11,055","$1,353,360"
2009,November,11,23,Lewis,"1,583","3,136","$377,978",362,453,"$70,966","1,221","2,683","$307,012"
2009,November,11,24,Livingston,"3,130","6,106","$835,166",916,"1,254","$212,598","2,214","4,852","$622,568"
2009,November,11,25,Madison,"3,647","7,867","$1,057,965",897,"1,214","$204,489","2,750","6,653","$853,476"
2009,November,11,26,Monroe,"48,362","96,013","$13,602,012","21,689","34,570","$5,620,349","26,673","61,443","$7,981,663"
2009,November,11,27,Montgomery,"3,844","8,467","$1,126,971","1,133","1,619","$265,609","2,711","6,848","$861,362"
2009,November,11,28,Nassau,"25,504","42,638","$6,509,152","13,440","18,867","$3,124,547","12,064","23,771","$3,384,605"
2009,November,11,29,Niagara,"13,276","25,598","$3,564,788","4,629","6,580","$1,107,985","8,647","19,018","$2,456,803"
2009,November,11,30,Oneida,"16,135","33,802","$4,651,696","5,566","8,498","$1,377,994","10,569","25,304","$3,273,702"
2009,November,11,31,Onondaga,"27,888","58,030","$7,976,940","10,009","15,310","$2,528,491","17,879","42,720","$5,448,449"
2009,November,11,32,Ontario,"4,357","8,342","$1,138,663","1,431","1,910","$321,997","2,926","6,432","$816,666"
2009,November,11,33,Orange,"13,748","33,342","$4,912,307","4,761","7,543","$1,237,718","8,987","25,799","$3,674,589"
2009,November,11,34,Orleans,"2,532","5,255","$684,305",797,"1,133","$191,868","1,735","4,122","$492,437"
2009,November,11,35,Oswego,"7,169","16,929","$2,260,678","1,970","2,906","$480,648","5,199","14,023","$1,780,030"
2009,November,11,36,Otsego,"2,591","5,210","$692,727",752,838,"$145,943","1,839","4,372","$546,784"
2009,November,11,37,Putnam,"1,085","1,681","$226,662",468,509,"$88,086",617,"1,172","$138,576"
2009,November,11,38,Rensselaer,"8,040","16,440","$2,295,825","2,688","4,301","$690,761","5,352","12,139","$1,605,064"
2009,November,11,39,Rockland,"10,831","30,528","$4,368,836","3,079","4,408","$720,226","7,752","26,120","$3,648,610"
2009,November,11,40,St. Lawrence,"6,937","14,569","$1,904,067","2,486","3,455","$568,808","4,451","11,114","$1,335,259"
2009,November,11,41,Saratoga,"6,727","12,767","$1,706,941","1,571","1,683","$292,689","5,156","11,084","$1,414,252"
2009,November,11,42,Schenectady,"8,961","18,546","$2,594,505","3,249","4,507","$739,290","5,712","14,039","$1,855,215"
2009,November,11,43,Schoharie,"1,565","3,081","$409,506",428,512,"$86,875","1,137","2,569","$322,631"
2009,November,11,44,Schuyler,"1,025","2,185","$289,790",330,494,"$81,059",695,"1,691","$208,731"
2009,November,11,45,Seneca,"1,323","2,566","$340,525",400,493,"$82,445",923,"2,073","$258,080"
2009,November,11,46,Steuben,"4,968","10,727","$1,367,293","1,672","2,361","$379,770","3,296","8,366","$987,523"
2009,November,11,47,Suffolk,"40,272","72,256","$10,649,702","16,646","22,971","$3,740,079","23,626","49,285","$6,909,623"
2009,November,11,48,Sullivan,"4,699","9,444","$1,339,170","1,911","2,622","$438,172","2,788","6,822","$900,998"
2009,November,11,49,Tioga,"2,586","5,727","$741,425",697,965,"$160,448","1,889","4,762","$580,977"
2009,November,11,50,Tompkins,"4,147","7,768","$1,098,892","1,509","2,021","$351,307","2,638","5,747","$747,585"
2009,November,11,51,Ulster,"8,465","15,840","$2,252,608","3,162","4,175","$703,698","5,303","11,665","$1,548,910"
2009,November,11,52,Warren,"3,273","6,510","$870,212",986,"1,098","$187,910","2,287","5,412","$682,302"
2009,November,11,53,Washington,"3,369","6,753","$885,139",885,"1,095","$186,907","2,484","5,658","$698,232"
2009,November,11,54,Wayne,"4,353","8,446","$1,136,434","1,380","1,691","$290,763","2,973","6,755","$845,671"
2009,November,11,55,Westchester,"32,035","59,374","$8,711,801","13,028","19,281","$3,020,571","19,007","40,093","$5,691,230"
2009,November,11,56,Wyoming,"1,527","3,084","$381,711",427,536,"$89,281","1,100","2,548","$292,430"
2009,November,11,57,Yates,"1,339","2,779","$343,116",275,329,"$53,988","1,064","2,450","$289,128"
2009,November,11,66,New York City,"882,565","1,619,835","$258,480,978","423,360","658,313","$110,243,302","459,205","961,522","$148,237,676"
2009,December,12,1,Albany,"15,203","29,440","$4,317,238","5,861","8,493","$1,458,453","9,342","20,947","$2,858,785"
2009,December,12,2,Allegany,"2,973","6,055","$769,613","1,108","1,524","$252,476","1,865","4,531","$517,137"
2009,December,12,3,Broome,"13,839","26,862","$3,727,145","5,659","8,325","$1,404,319","8,180","18,537","$2,322,826"
2009,December,12,4,Cattaraugus,"4,828","9,954","$1,301,331","1,411","1,673","$292,382","3,417","8,281","$1,008,949"
2009,December,12,5,Cayuga,"4,434","9,360","$1,251,912","1,173","1,575","$269,153","3,261","7,785","$982,759"
2009,December,12,6,Chautauqua,"10,826","22,520","$3,083,383","3,701","5,800","$954,641","7,125","16,720","$2,128,742"
2009,December,12,7,Chemung,"6,473","13,613","$1,877,093","2,135","2,878","$488,316","4,338","10,735","$1,388,777"
2009,December,12,8,Chenango,"3,439","7,610","$1,015,754",845,"1,128","$187,550","2,594","6,482","$828,204"
2009,December,12,9,Clinton,"5,639","10,429","$1,413,093","2,127","2,828","$469,631","3,512","7,601","$943,462"
2009,December,12,10,Columbia,"2,436","4,371","$624,252",988,"1,287","$218,290","1,448","3,084","$405,962"
2009,December,12,11,Cortland,"3,187","6,447","$847,704","1,037","1,492","$248,778","2,150","4,955","$598,926"
2009,December,12,12,Delaware,"2,527","5,063","$673,739",758,880,"$151,119","1,769","4,183","$522,620"
2009,December,12,13,Dutchess,"9,738","18,574","$2,679,034","3,120","4,126","$704,416","6,618","14,448","$1,974,618"
2009,December,12,14,Erie,"65,208","128,390","$17,817,063","22,570","33,662","$5,541,387","42,638","94,728","$12,275,676"
2009,December,12,15,Essex,"1,715","3,296","$431,330",619,700,"$118,202","1,096","2,596","$313,128"
2009,December,12,16,Franklin,"3,200","6,170","$851,942","1,117","1,384","$233,354","2,083","4,786","$618,588"
2009,December,12,17,Fulton,"4,278","8,646","$1,216,873","1,177","1,330","$235,348","3,101","7,316","$981,525"
2009,December,12,18,Genesee,"2,488","4,999","$667,929",771,965,"$165,350","1,717","4,034","$502,579"
2009,December,12,19,Greene,"2,690","5,048","$730,145","1,032","1,414","$246,299","1,658","3,634","$483,846"
2009,December,12,20,Hamilton,194,321,"$46,900",33,46,"$7,262",161,275,"$39,638"
2009,December,12,21,Herkimer,"4,344","8,653","$1,156,063","1,073","1,338","$234,670","3,271","7,315","$921,393"
2009,December,12,22,Jefferson,"6,855","13,754","$1,795,150","1,979","2,391","$406,496","4,876","11,363","$1,388,654"
2009,December,12,23,Lewis,"1,603","3,220","$382,719",360,445,"$69,326","1,243","2,775","$313,393"
2009,December,12,24,Livingston,"3,173","6,180","$839,707",899,"1,224","$206,257","2,274","4,956","$633,450"
2009,December,12,25,Madison,"3,725","8,078","$1,085,288",905,"1,223","$205,259","2,820","6,855","$880,029"
2009,December,12,26,Monroe,"49,440","98,071","$13,952,126","21,675","34,512","$5,625,973","27,765","63,559","$8,326,153"
2009,December,12,27,Montgomery,"3,906","8,564","$1,138,216","1,159","1,645","$275,061","2,747","6,919","$863,155"
2009,December,12,28,Nassau,"26,199","43,933","$6,780,548","13,611","19,101","$3,202,934","12,588","24,832","$3,577,614"
2009,December,12,29,Niagara,"13,460","26,047","$3,622,227","4,650","6,641","$1,122,541","8,810","19,406","$2,499,686"
2009,December,12,30,Oneida,"16,475","34,545","$4,754,298","5,569","8,562","$1,386,917","10,906","25,983","$3,367,381"
2009,December,12,31,Onondaga,"28,555","59,288","$8,137,193","10,043","15,497","$2,550,445","18,512","43,791","$5,586,748"
2009,December,12,32,Ontario,"4,471","8,484","$1,155,840","1,418","1,856","$317,091","3,053","6,628","$838,749"
2009,December,12,33,Orange,"14,102","34,229","$4,995,095","4,726","7,431","$1,198,048","9,376","26,798","$3,797,047"
2009,December,12,34,Orleans,"2,621","5,427","$705,568",802,"1,128","$192,084","1,819","4,299","$513,484"
2009,December,12,35,Oswego,"7,409","17,492","$2,343,189","1,963","2,917","$484,438","5,446","14,575","$1,858,751"
2009,December,12,36,Otsego,"2,643","5,329","$703,283",748,850,"$146,496","1,895","4,479","$556,787"
2009,December,12,37,Putnam,"1,104","1,688","$229,491",474,512,"$88,994",630,"1,176","$140,497"
2009,December,12,38,Rensselaer,"8,156","16,678","$2,326,713","2,672","4,294","$692,388","5,484","12,384","$1,634,325"
2009,December,12,39,Rockland,"11,088","31,066","$4,459,188","3,099","4,414","$724,680","7,989","26,652","$3,734,508"
2009,December,12,40,St. Lawrence,"7,114","15,051","$1,962,189","2,460","3,431","$565,490","4,654","11,620","$1,396,699"
2009,December,12,41,Saratoga,"6,999","13,360","$1,776,414","1,573","1,694","$295,313","5,426","11,666","$1,481,101"
2009,December,12,42,Schenectady,"9,185","18,973","$2,675,901","3,303","4,636","$769,378","5,882","14,337","$1,906,523"
2009,December,12,43,Schoharie,"1,603","3,173","$421,905",437,531,"$91,149","1,166","2,642","$330,756"
2009,December,12,44,Schuyler,"1,068","2,278","$305,468",332,497,"$82,753",736,"1,781","$222,715"
2009,December,12,45,Seneca,"1,346","2,641","$357,079",405,505,"$86,449",941,"2,136","$270,630"
2009,December,12,46,Steuben,"5,211","11,283","$1,451,188","1,710","2,401","$390,955","3,501","8,882","$1,060,233"
2009,December,12,47,Suffolk,"41,425","74,525","$10,957,166","16,667","22,986","$3,753,006","24,758","51,539","$7,204,160"
2009,December,12,48,Sullivan,"4,863","9,827","$1,396,400","1,957","2,713","$453,259","2,906","7,114","$943,141"
2009,December,12,49,Tioga,"2,692","5,970","$772,544",717,"1,003","$166,504","1,975","4,967","$606,040"
2009,December,12,50,Tompkins,"4,223","7,861","$1,108,900","1,526","2,038","$353,969","2,697","5,823","$754,931"
2009,December,12,51,Ulster,"8,748","16,397","$2,325,968","3,226","4,265","$725,050","5,522","12,132","$1,600,918"
2009,December,12,52,Warren,"3,366","6,664","$898,690",999,"1,126","$193,041","2,367","5,538","$705,649"
2009,December,12,53,Washington,"3,439","6,965","$906,822",867,"1,048","$179,248","2,572","5,917","$727,574"
2009,December,12,54,Wayne,"4,434","8,657","$1,166,738","1,399","1,726","$297,497","3,035","6,931","$869,241"
2009,December,12,55,Westchester,"32,806","60,717","$8,899,385","13,123","19,404","$3,048,837","19,683","41,313","$5,850,548"
2009,December,12,56,Wyoming,"1,561","3,185","$384,135",440,554,"$91,882","1,121","2,631","$292,253"
2009,December,12,57,Yates,"1,374","2,876","$357,789",288,364,"$59,288","1,086","2,512","$298,501"
2009,December,12,66,New York City,"898,072","1,644,846","$262,708,771","427,869","665,429","$111,594,856","470,203","979,417","$151,113,915"
2010,January,1,1,Albany,"15,175","29,480","$4,338,844","5,846","8,551","$1,449,108","9,329","20,929","$2,889,736"
2010,January,1,2,Allegany,"3,018","6,112","$790,255","1,114","1,509","$251,820","1,904","4,603","$538,435"
2010,January,1,3,Broome,"14,028","27,110","$3,816,255","5,694","8,363","$1,411,893","8,334","18,747","$2,404,362"
2010,January,1,4,Cattaraugus,"4,891","10,072","$1,330,842","1,418","1,675","$289,922","3,473","8,397","$1,040,920"
2010,January,1,5,Cayuga,"4,536","9,592","$1,305,135","1,192","1,605","$270,283","3,344","7,987","$1,034,852"
2010,January,1,6,Chautauqua,"11,082","23,014","$3,192,340","3,798","5,911","$982,557","7,284","17,103","$2,209,783"
2010,January,1,7,Chemung,"6,494","13,655","$1,904,424","2,167","2,934","$494,587","4,327","10,721","$1,409,837"
2010,January,1,8,Chenango,"3,522","7,738","$1,043,105",846,"1,125","$189,103","2,676","6,613","$854,002"
2010,January,1,9,Clinton,"5,747","10,613","$1,466,086","2,151","2,866","$475,352","3,596","7,747","$990,734"
2010,January,1,10,Columbia,"2,434","4,363","$630,227",989,"1,291","$221,803","1,445","3,072","$408,424"
2010,January,1,11,Cortland,"3,217","6,537","$874,684","1,020","1,442","$243,354","2,197","5,095","$631,330"
2010,January,1,12,Delaware,"2,599","5,216","$697,106",769,884,"$151,081","1,830","4,332","$546,025"
2010,January,1,13,Dutchess,"9,831","18,880","$2,727,015","3,207","4,290","$718,552","6,624","14,590","$2,008,463"
2010,January,1,14,Erie,"66,043","129,999","$18,257,452","22,588","33,727","$5,550,015","43,455","96,272","$12,707,437"
2010,January,1,15,Essex,"1,737","3,343","$440,653",614,702,"$118,755","1,123","2,641","$321,898"
2010,January,1,16,Franklin,"3,246","6,277","$883,493","1,140","1,422","$241,046","2,106","4,855","$642,447"
2010,January,1,17,Fulton,"4,357","8,826","$1,244,088","1,183","1,368","$239,896","3,174","7,458","$1,004,192"
2010,January,1,18,Genesee,"2,481","5,035","$671,303",750,958,"$160,885","1,731","4,077","$510,418"
2010,January,1,19,Greene,"2,733","5,158","$744,296","1,035","1,435","$246,896","1,698","3,723","$497,400"
2010,January,1,20,Hamilton,194,324,"$47,785",29,44,"$6,973",165,280,"$40,812"
2010,January,1,21,Herkimer,"4,349","8,728","$1,167,531","1,077","1,361","$237,873","3,272","7,367","$929,658"
2010,January,1,22,Jefferson,"6,914","13,815","$1,835,707","1,976","2,389","$402,356","4,938","11,426","$1,433,351"
2010,January,1,23,Lewis,"1,624","3,243","$393,143",357,431,"$66,995","1,267","2,812","$326,148"
2010,January,1,24,Livingston,"3,231","6,278","$860,993",928,"1,277","$214,177","2,303","5,001","$646,816"
2010,January,1,25,Madison,"3,788","8,232","$1,123,567",909,"1,235","$208,001","2,879","6,997","$915,566"
2010,January,1,26,Monroe,"49,905","99,023","$14,189,447","21,953","34,876","$5,683,812","27,952","64,147","$8,505,635"
2010,January,1,27,Montgomery,"3,995","8,805","$1,186,146","1,167","1,648","$273,766","2,828","7,157","$912,380"
2010,January,1,28,Nassau,"26,671","44,759","$7,068,573","13,844","19,438","$3,250,334","12,827","25,321","$3,818,239"
2010,January,1,29,Niagara,"13,633","26,274","$3,722,686","4,691","6,673","$1,130,859","8,942","19,601","$2,591,827"
2010,January,1,30,Oneida,"16,630","34,788","$4,849,051","5,658","8,785","$1,422,300","10,972","26,003","$3,426,751"
2010,January,1,31,Onondaga,"28,987","60,084","$8,322,942","10,228","15,767","$2,585,875","18,759","44,317","$5,737,067"
2010,January,1,32,Ontario,"4,569","8,687","$1,193,628","1,478","1,968","$336,457","3,091","6,719","$857,171"
2010,January,1,33,Orange,"14,445","35,102","$5,076,873","4,816","7,575","$1,226,385","9,629","27,527","$3,850,488"
2010,January,1,34,Orleans,"2,654","5,467","$725,203",828,"1,195","$202,950","1,826","4,272","$522,253"
2010,January,1,35,Oswego,"7,537","17,772","$2,400,849","1,982","2,920","$485,666","5,555","14,852","$1,915,183"
2010,January,1,36,Otsego,"2,705","5,462","$732,393",750,849,"$148,285","1,955","4,613","$584,108"
2010,January,1,37,Putnam,"1,123","1,726","$238,187",476,512,"$88,455",647,"1,214","$149,732"
2010,January,1,38,Rensselaer,"8,262","16,892","$2,397,546","2,679","4,313","$694,980","5,583","12,579","$1,702,566"
2010,January,1,39,Rockland,"11,172","31,359","$4,517,335","3,114","4,497","$737,536","8,058","26,862","$3,779,799"
2010,January,1,40,St. Lawrence,"7,282","15,360","$2,024,956","2,480","3,420","$564,761","4,802","11,940","$1,460,195"
2010,January,1,41,Saratoga,"7,082","13,496","$1,827,122","1,609","1,739","$302,026","5,473","11,757","$1,525,096"
2010,January,1,42,Schenectady,"9,424","19,444","$2,778,799","3,358","4,698","$783,010","6,066","14,746","$1,995,789"
2010,January,1,43,Schoharie,"1,635","3,257","$441,095",435,519,"$88,992","1,200","2,738","$352,103"
2010,January,1,44,Schuyler,"1,100","2,360","$321,371",337,501,"$82,497",763,"1,859","$238,874"
2010,January,1,45,Seneca,"1,383","2,704","$370,817",410,502,"$85,261",973,"2,202","$285,556"
2010,January,1,46,Steuben,"5,258","11,414","$1,461,140","1,735","2,487","$396,224","3,523","8,927","$1,064,916"
2010,January,1,47,Suffolk,"42,257","76,212","$11,304,286","16,847","23,154","$3,749,006","25,410","53,058","$7,555,280"
2010,January,1,48,Sullivan,"5,001","10,106","$1,431,195","1,958","2,736","$453,434","3,043","7,370","$977,761"
2010,January,1,49,Tioga,"2,714","6,006","$784,405",714,"1,004","$168,747","2,000","5,002","$615,658"
2010,January,1,50,Tompkins,"4,254","7,911","$1,132,784","1,503","1,983","$345,262","2,751","5,928","$787,522"
2010,January,1,51,Ulster,"8,978","16,875","$2,419,198","3,293","4,382","$736,173","5,685","12,493","$1,683,025"
2010,January,1,52,Warren,"3,473","6,931","$946,789","1,007","1,134","$192,629","2,466","5,797","$754,160"
2010,January,1,53,Washington,"3,517","7,087","$937,793",898,"1,099","$189,706","2,619","5,988","$748,087"
2010,January,1,54,Wayne,"4,488","8,746","$1,197,979","1,412","1,761","$305,108","3,076","6,985","$892,871"
2010,January,1,55,Westchester,"33,228","61,341","$9,067,894","13,273","19,635","$3,090,969","19,955","41,706","$5,976,925"
2010,January,1,56,Wyoming,"1,614","3,318","$419,861",440,545,"$91,835","1,174","2,773","$328,026"
2010,January,1,57,Yates,"1,415","2,957","$375,859",289,364,"$59,965","1,126","2,593","$315,894"
2010,January,1,66,New York City,"905,032","1,656,221","$265,736,172","427,648","665,306","$111,203,768","477,384","990,915","$154,532,404"
2010,February,2,1,Albany,"15,520","30,208","$4,441,170","5,813","8,527","$1,447,378","9,707","21,681","$2,993,792"
2010,February,2,2,Allegany,"3,019","6,103","$779,585","1,108","1,505","$251,113","1,911","4,598","$528,472"
2010,February,2,3,Broome,"14,079","27,192","$3,784,752","5,704","8,401","$1,418,929","8,375","18,791","$2,365,823"
2010,February,2,4,Cattaraugus,"4,935","10,152","$1,332,678","1,420","1,671","$291,738","3,515","8,481","$1,040,940"
